investor,commit,deal_size,invite,rating,int_rate,covenants,total_fees,fee_share,prior_tier,invite_tier,tier_change,fee_percent,invite_percent
Bank of America,Commit,700,130,2,Market,2,60,3.3,Participant,Bookrunner,Promoted,0.055,0.18571428571428572
Goldman Sachs,Commit,2000,260,5,Market,1,162,27.9,Bookrunner,Bookrunner,None,0.17222222222222222,0.13
MUFG Union,Decline,1400,140,6,Market,1,148,22.3,Bookrunner,Participant,Demoted,0.1506756756756757,0.1
Goldman Sachs,Commit,700,90,3,Market,1,19,4.6,Bookrunner,Bookrunner,None,0.2421052631578947,0.12857142857142856
Wells Fargo,Commit,600,70,3,Market,3,91,18.4,Bookrunner,Bookrunner,None,0.20219780219780217,0.11666666666666667
Deutsche Bank,Decline,1700,200,8,Market,0,214,13.7,Bookrunner,Participant,Demoted,0.06401869158878504,0.11764705882352941
Bank of America,Commit,400,50,3,Market,2,33,4.3,Bookrunner,Bookrunner,None,0.1303030303030303,0.125
Deutsche Bank,Commit,2000,420,4,Market,1,240,2.6,Participant,Bookrunner,Promoted,0.010833333333333334,0.21
Deutsche Bank,Decline,500,40,2,Below,1,8,1.3,Bookrunner,Participant,Demoted,0.1625,0.08
Goldman Sachs,Commit,200,50,3,Market,2,56,26.7,Bookrunner,Bookrunner,None,0.47678571428571426,0.25
Bank of America,Commit,1900,300,6,Market,0,62,4.7,Bookrunner,Bookrunner,None,0.07580645161290323,0.15789473684210525
Bank of America,Commit,2100,280,6,Market,1,155,35.2,Bookrunner,Bookrunner,None,0.2270967741935484,0.13333333333333333
Deutsche Bank,Commit,1000,200,9,Market,0,200,20.6,Bookrunner,Bookrunner,None,0.10300000000000001,0.2
Goldman Sachs,Commit,1400,250,4,Market,1,181,29.0,Bookrunner,Bookrunner,None,0.16022099447513813,0.17857142857142858
Deutsche Bank,Decline,1100,160,7,Market,0,118,1.5,Bookrunner,Bookrunner,None,0.012711864406779662,0.14545454545454545
Bank of America,Commit,800,140,2,Market,2,73,2.8,Bookrunner,Bookrunner,None,0.03835616438356164,0.175
Deutsche Bank,Commit,1000,140,3,Market,3,196,4.7,Bookrunner,Bookrunner,None,0.023979591836734693,0.14
Bank of America,Commit,1400,210,7,Market,0,50,7.9,Participant,Bookrunner,Promoted,0.158,0.15
Goldman Sachs,Decline,200,30,4,Market,1,23,2.6,Bookrunner,Bookrunner,None,0.11304347826086956,0.15
Wells Fargo,Commit,1200,180,3,Market,2,95,23.4,Bookrunner,Bookrunner,None,0.24631578947368418,0.15
MUFG Union,Commit,1600,280,7,Below,0,357,66.4,Bookrunner,Bookrunner,None,0.18599439775910365,0.175
Bank of America,Commit,1100,170,2,Market,1,31,4.3,Bookrunner,Bookrunner,None,0.13870967741935483,0.15454545454545454
Wells Fargo,Commit,1200,210,7,Market,0,139,39.3,Bookrunner,Bookrunner,None,0.2827338129496403,0.175
Deutsche Bank,Decline,1300,230,7,Market,0,117,1.9,Bookrunner,Bookrunner,None,0.016239316239316237,0.17692307692307693
Goldman Sachs,Commit,1300,90,7,Market,1,208,29.5,Bookrunner,Participant,Demoted,0.14182692307692307,0.06923076923076923
Goldman Sachs,Commit,1400,210,8,Market,0,142,3.7,Bookrunner,Bookrunner,None,0.026056338028169014,0.15
Deutsche Bank,Decline,500,90,2,Market,2,54,3.1,Bookrunner,Bookrunner,None,0.05740740740740741,0.18
Goldman Sachs,Decline,1300,150,1,Market,1,50,12.6,Bookrunner,Participant,Demoted,0.252,0.11538461538461539
Bank of America,Commit,1200,210,7,Above,1,236,44.1,Bookrunner,Bookrunner,None,0.186864406779661,0.175
Bank of America,Commit,1700,280,8,Above,1,300,75.9,Bookrunner,Bookrunner,None,0.253,0.16470588235294117
Bank of America,Commit,1200,200,4,Market,1,71,10.4,Participant,Bookrunner,Promoted,0.14647887323943662,0.16666666666666666
Deutsche Bank,Commit,200,30,2,Market,3,31,7.9,Bookrunner,Bookrunner,None,0.25483870967741934,0.15
Wells Fargo,Commit,1200,150,5,Market,1,97,0.0,Participant,Bookrunner,Promoted,0.0,0.125
Wells Fargo,Commit,1000,130,9,Market,0,57,5.8,Bookrunner,Bookrunner,None,0.10175438596491228,0.13
Wells Fargo,Commit,900,170,5,Market,2,150,19.8,Bookrunner,Bookrunner,None,0.132,0.18888888888888888
Goldman Sachs,Decline,1200,110,5,Market,0,47,8.8,Bookrunner,Participant,Demoted,0.1872340425531915,0.09166666666666666
Bank of America,Commit,300,30,2,Below,2,32,5.8,Participant,Participant,None,0.18125,0.1
Bank of America,Commit,1200,140,5,Above,1,165,34.8,Bookrunner,Participant,Demoted,0.21090909090909088,0.11666666666666667
Wells Fargo,Commit,1000,180,1,Market,2,124,34.5,Bookrunner,Bookrunner,None,0.2782258064516129,0.18
Goldman Sachs,Commit,700,130,1,Market,2,57,8.6,Participant,Bookrunner,Promoted,0.15087719298245614,0.18571428571428572
Wells Fargo,Commit,700,100,2,Market,2,61,17.4,Bookrunner,Bookrunner,None,0.2852459016393442,0.14285714285714285
Goldman Sachs,Decline,300,20,3,Market,2,27,3.9,Bookrunner,Participant,Demoted,0.14444444444444443,0.06666666666666667
Deutsche Bank,Commit,2100,310,4,Market,1,111,26.4,Bookrunner,Bookrunner,None,0.23783783783783782,0.14761904761904762
Wells Fargo,Commit,1500,240,3,Market,2,156,30.4,Participant,Bookrunner,Promoted,0.19487179487179487,0.16
Bank of America,Commit,700,120,3,Above,2,67,7.7,Bookrunner,Bookrunner,None,0.11492537313432837,0.17142857142857143
Wells Fargo,Commit,600,70,3,Above,1,28,2.6,Participant,Participant,None,0.09285714285714286,0.11666666666666667
Bank of America,Commit,500,110,5,Market,0,3,1.1,Participant,Bookrunner,Promoted,0.3666666666666667,0.22
MUFG Union,Commit,1100,190,10,Market,0,30,6.6,Bookrunner,Bookrunner,None,0.22,0.17272727272727273
Goldman Sachs,Commit,1000,190,4,Market,1,89,20.8,Bookrunner,Bookrunner,None,0.23370786516853934,0.19
Wells Fargo,Commit,1500,190,8,Market,1,235,19.5,Bookrunner,Bookrunner,None,0.08297872340425531,0.12666666666666668
Bank of America,Commit,900,140,3,Above,3,150,27.2,Bookrunner,Bookrunner,None,0.18133333333333332,0.15555555555555556
Wells Fargo,Decline,1200,110,6,Below,1,112,12.5,Bookrunner,Participant,Demoted,0.11160714285714286,0.09166666666666666
Goldman Sachs,Commit,2200,390,3,Market,2,228,55.4,Bookrunner,Bookrunner,None,0.24298245614035088,0.17727272727272728
MUFG Union,Commit,700,100,3,Market,1,19,3.0,Bookrunner,Bookrunner,None,0.15789473684210525,0.14285714285714285
Deutsche Bank,Decline,800,160,3,Market,2,81,7.3,Bookrunner,Bookrunner,None,0.09012345679012346,0.2
Bank of America,Commit,1600,270,6,Market,2,264,50.2,Bookrunner,Bookrunner,None,0.19015151515151515,0.16875
Bank of America,Decline,300,80,5,Market,1,33,1.9,Bookrunner,Bookrunner,None,0.05757575757575757,0.26666666666666666
MUFG Union,Commit,1100,240,2,Market,2,110,6.5,Bookrunner,Bookrunner,None,0.05909090909090909,0.21818181818181817
Bank of America,Commit,700,160,2,Market,2,70,21.5,Participant,Bookrunner,Promoted,0.30714285714285716,0.22857142857142856
MUFG Union,Decline,300,30,1,Market,2,32,6.5,Bookrunner,Participant,Demoted,0.203125,0.1
Goldman Sachs,Commit,1100,230,7,Market,0,118,35.8,Bookrunner,Bookrunner,None,0.30338983050847457,0.20909090909090908
Deutsche Bank,Commit,700,130,3,Market,2,57,9.0,Bookrunner,Bookrunner,None,0.15789473684210525,0.18571428571428572
MUFG Union,Commit,1200,220,10,Market,0,98,29.6,Bookrunner,Bookrunner,None,0.3020408163265306,0.18333333333333332
Wells Fargo,Commit,1400,240,9,Market,0,152,38.9,Bookrunner,Bookrunner,None,0.25592105263157894,0.17142857142857143
Bank of America,Commit,700,130,2,Market,2,59,21.1,Bookrunner,Bookrunner,None,0.3576271186440678,0.18571428571428572
Wells Fargo,Commit,1500,270,3,Market,3,254,15.5,Bookrunner,Bookrunner,None,0.0610236220472441,0.18
Deutsche Bank,Commit,1000,130,4,Above,1,107,20.4,Bookrunner,Bookrunner,None,0.19065420560747662,0.13
Deutsche Bank,Decline,700,110,3,Below,2,77,4.9,Bookrunner,Bookrunner,None,0.06363636363636364,0.15714285714285714
Goldman Sachs,Commit,200,30,2,Market,2,30,8.3,Participant,Bookrunner,Promoted,0.27666666666666667,0.15
Bank of America,Commit,700,110,2,Market,2,49,11.5,Bookrunner,Bookrunner,None,0.23469387755102042,0.15714285714285714
MUFG Union,Decline,800,80,3,Below,3,126,24.7,Bookrunner,Participant,Demoted,0.19603174603174603,0.1
Deutsche Bank,Commit,700,120,3,Market,3,118,0.0,Participant,Bookrunner,Promoted,0.0,0.17142857142857143
Goldman Sachs,Decline,600,50,2,Market,2,67,13.8,Bookrunner,Participant,Demoted,0.20597014925373136,0.08333333333333333
Wells Fargo,Commit,800,130,2,Market,3,136,34.7,Bookrunner,Bookrunner,None,0.25514705882352945,0.1625
Deutsche Bank,Commit,800,120,3,Market,2,69,13.7,Bookrunner,Bookrunner,None,0.19855072463768114,0.15
Wells Fargo,Commit,1300,280,8,Market,1,210,4.8,Bookrunner,Bookrunner,None,0.022857142857142857,0.2153846153846154
MUFG Union,Commit,1200,170,3,Market,2,147,24.4,Bookrunner,Bookrunner,None,0.16598639455782313,0.14166666666666666
MUFG Union,Decline,200,10,1,Market,2,13,0.2,Participant,Participant,None,0.015384615384615385,0.05
MUFG Union,Commit,1300,270,2,Market,2,153,27.7,Bookrunner,Bookrunner,None,0.18104575163398692,0.2076923076923077
Deutsche Bank,Commit,600,90,2,Market,2,81,18.5,Bookrunner,Bookrunner,None,0.22839506172839505,0.15
Wells Fargo,Commit,2600,510,2,Market,2,195,21.3,Bookrunner,Bookrunner,None,0.10923076923076923,0.19615384615384615
Bank of America,Commit,800,120,2,Market,2,105,24.2,Bookrunner,Bookrunner,None,0.23047619047619047,0.15
Bank of America,Commit,600,90,1,Below,1,30,3.6,Participant,Bookrunner,Promoted,0.12000000000000001,0.15
Wells Fargo,Commit,1000,140,4,Market,1,99,14.6,Bookrunner,Bookrunner,None,0.14747474747474748,0.14
Bank of America,Commit,1500,250,9,Market,0,216,23.8,Bookrunner,Bookrunner,None,0.11018518518518519,0.16666666666666666
Goldman Sachs,Commit,900,90,2,Market,2,84,16.0,Participant,Participant,None,0.19047619047619047,0.1
MUFG Union,Decline,1800,170,8,Market,0,92,16.1,Bookrunner,Participant,Demoted,0.17500000000000002,0.09444444444444444
Goldman Sachs,Decline,700,50,2,Market,2,37,3.1,Bookrunner,Participant,Demoted,0.08378378378378379,0.07142857142857142
Wells Fargo,Commit,1100,180,8,Above,0,276,83.4,Bookrunner,Bookrunner,None,0.3021739130434783,0.16363636363636364
Bank of America,Commit,1000,120,5,Below,1,87,12.1,Bookrunner,Bookrunner,None,0.13908045977011493,0.12
Goldman Sachs,Decline,300,50,5,Market,1,33,1.7,Bookrunner,Bookrunner,None,0.051515151515151514,0.16666666666666666
MUFG Union,Commit,1300,200,9,Market,0,191,49.7,Bookrunner,Bookrunner,None,0.2602094240837696,0.15384615384615385
MUFG Union,Commit,700,90,4,Above,1,37,1.1,Bookrunner,Bookrunner,None,0.02972972972972973,0.12857142857142856
Wells Fargo,Commit,1300,110,7,Market,0,181,28.6,Bookrunner,Participant,Demoted,0.1580110497237569,0.08461538461538462
Goldman Sachs,Commit,2100,330,7,Market,0,212,42.6,Participant,Bookrunner,Promoted,0.2009433962264151,0.15714285714285714
Bank of America,Commit,900,90,1,Market,2,61,11.1,Participant,Participant,None,0.18196721311475408,0.1
Wells Fargo,Commit,400,40,3,Market,2,55,13.1,Bookrunner,Participant,Demoted,0.2381818181818182,0.1
Wells Fargo,Commit,700,70,1,Market,1,1,0.2,Bookrunner,Participant,Demoted,0.2,0.1
Deutsche Bank,Decline,400,30,2,Market,1,7,1.1,Bookrunner,Participant,Demoted,0.15714285714285717,0.075
Goldman Sachs,Commit,300,50,1,Market,2,70,10.1,Participant,Bookrunner,Promoted,0.14428571428571427,0.16666666666666666
Bank of America,Decline,1100,130,9,Market,0,103,14.2,Bookrunner,Participant,Demoted,0.1378640776699029,0.11818181818181818
Wells Fargo,Commit,1300,190,9,Market,0,135,36.9,Bookrunner,Bookrunner,None,0.2733333333333333,0.14615384615384616
MUFG Union,Commit,300,50,5,Market,1,33,6.5,Participant,Bookrunner,Promoted,0.19696969696969696,0.16666666666666666
MUFG Union,Commit,1000,190,7,Market,0,27,5.5,Bookrunner,Bookrunner,None,0.2037037037037037,0.19
Wells Fargo,Commit,900,110,3,Market,3,139,37.7,Bookrunner,Participant,Demoted,0.2712230215827338,0.12222222222222222
Goldman Sachs,Commit,800,120,2,Market,2,109,28.2,Bookrunner,Bookrunner,None,0.25871559633027524,0.15
Goldman Sachs,Commit,1500,340,5,Market,1,204,82.6,Bookrunner,Bookrunner,None,0.4049019607843137,0.22666666666666666
MUFG Union,Commit,800,130,2,Above,3,148,42.8,Bookrunner,Bookrunner,None,0.2891891891891892,0.1625
Bank of America,Commit,1400,270,2,Market,2,97,19.8,Bookrunner,Bookrunner,None,0.20412371134020618,0.19285714285714287
Deutsche Bank,Decline,300,30,3,Above,2,31,0.0,Participant,Participant,None,0.0,0.1
Bank of America,Commit,1200,120,6,Above,1,133,14.9,Bookrunner,Participant,Demoted,0.11203007518796992,0.1
Deutsche Bank,Decline,600,110,2,Market,2,32,4.3,Bookrunner,Bookrunner,None,0.134375,0.18333333333333332
MUFG Union,Commit,800,170,4,Market,1,76,20.0,Bookrunner,Bookrunner,None,0.2631578947368421,0.2125
Bank of America,Commit,200,30,1,Market,3,39,6.4,Bookrunner,Bookrunner,None,0.1641025641025641,0.15
Deutsche Bank,Decline,800,100,2,Market,2,66,7.2,Bookrunner,Participant,Demoted,0.1090909090909091,0.125
MUFG Union,Decline,900,70,2,Market,3,137,16.4,Bookrunner,Participant,Demoted,0.11970802919708028,0.07777777777777778
Wells Fargo,Commit,1100,300,10,Market,0,86,37.0,Participant,Bookrunner,Promoted,0.43023255813953487,0.2727272727272727
Goldman Sachs,Commit,1100,180,8,Market,0,29,2.2,Participant,Bookrunner,Promoted,0.07586206896551725,0.16363636363636364
Wells Fargo,Commit,1200,200,1,Market,2,138,11.7,Participant,Bookrunner,Promoted,0.08478260869565217,0.16666666666666666
Goldman Sachs,Decline,900,100,3,Market,2,105,26.3,Bookrunner,Participant,Demoted,0.25047619047619046,0.1111111111111111
Deutsche Bank,Commit,900,130,1,Market,2,124,34.5,Bookrunner,Bookrunner,None,0.2782258064516129,0.14444444444444443
Goldman Sachs,Commit,600,70,3,Market,2,76,9.2,Participant,Participant,None,0.12105263157894736,0.11666666666666667
Wells Fargo,Commit,1300,220,7,Below,0,157,9.1,Bookrunner,Bookrunner,None,0.05796178343949045,0.16923076923076924
Deutsche Bank,Commit,1700,230,2,Market,3,299,31.4,Bookrunner,Bookrunner,None,0.10501672240802674,0.13529411764705881
Wells Fargo,Commit,1800,230,4,Above,1,226,41.1,Bookrunner,Bookrunner,None,0.181858407079646,0.12777777777777777
Goldman Sachs,Commit,300,60,1,Market,2,26,0.0,Participant,Bookrunner,Promoted,0.0,0.2
Bank of America,Commit,1200,240,8,Market,0,139,26.4,Participant,Bookrunner,Promoted,0.18992805755395684,0.2
Deutsche Bank,Commit,1200,220,8,Market,0,47,8.0,Bookrunner,Bookrunner,None,0.1702127659574468,0.18333333333333332
MUFG Union,Commit,1600,250,6,Market,1,134,40.6,Bookrunner,Bookrunner,None,0.3029850746268657,0.15625
Bank of America,Commit,1700,260,4,Market,1,113,25.4,Bookrunner,Bookrunner,None,0.22477876106194689,0.15294117647058825
Deutsche Bank,Commit,1000,150,5,Market,0,31,7.6,Bookrunner,Bookrunner,None,0.24516129032258063,0.15
Deutsche Bank,Commit,1100,210,4,Below,1,68,11.6,Bookrunner,Bookrunner,None,0.17058823529411765,0.19090909090909092
Bank of America,Commit,1000,120,8,Above,0,85,1.1,Bookrunner,Bookrunner,None,0.012941176470588237,0.12
MUFG Union,Commit,1200,220,3,Market,2,156,11.7,Bookrunner,Bookrunner,None,0.075,0.18333333333333332
Bank of America,Commit,1200,210,10,Market,0,151,31.0,Bookrunner,Bookrunner,None,0.2052980132450331,0.175
Deutsche Bank,Commit,1200,220,3,Market,2,117,29.5,Bookrunner,Bookrunner,None,0.25213675213675213,0.18333333333333332
Goldman Sachs,Commit,600,90,1,Below,2,54,10.5,Bookrunner,Bookrunner,None,0.19444444444444445,0.15
Wells Fargo,Commit,1200,200,5,Above,1,70,6.8,Participant,Bookrunner,Promoted,0.09714285714285714,0.16666666666666666
Wells Fargo,Commit,1600,230,9,Market,0,95,4.6,Bookrunner,Bookrunner,None,0.04842105263157894,0.14375
Deutsche Bank,Commit,1500,180,6,Above,2,295,51.9,Participant,Participant,None,0.1759322033898305,0.12
Goldman Sachs,Decline,1000,110,6,Market,2,191,25.0,Bookrunner,Participant,Demoted,0.13089005235602094,0.11
MUFG Union,Commit,2100,390,3,Market,2,220,1.5,Bookrunner,Bookrunner,None,0.006818181818181818,0.18571428571428572
Bank of America,Commit,1400,240,2,Market,2,270,18.4,Bookrunner,Bookrunner,None,0.06814814814814814,0.17142857142857143
Deutsche Bank,Decline,200,20,2,Below,3,33,8.2,Bookrunner,Participant,Demoted,0.24848484848484848,0.1
Deutsche Bank,Decline,400,40,1,Market,2,37,5.0,Bookrunner,Participant,Demoted,0.13513513513513514,0.1
MUFG Union,Commit,600,80,2,Market,2,79,14.4,Bookrunner,Bookrunner,None,0.18227848101265823,0.13333333333333333
Deutsche Bank,Commit,1200,160,4,Market,1,76,10.6,Bookrunner,Bookrunner,None,0.1394736842105263,0.13333333333333333
Bank of America,Commit,1500,280,8,Market,0,177,43.2,Bookrunner,Bookrunner,None,0.2440677966101695,0.18666666666666668
Bank of America,Decline,800,30,1,Market,2,77,4.9,Bookrunner,Participant,Demoted,0.06363636363636364,0.0375
MUFG Union,Decline,1100,60,9,Below,0,108,14.7,Bookrunner,Participant,Demoted,0.1361111111111111,0.05454545454545454
Bank of America,Decline,800,60,1,Market,2,46,5.3,Bookrunner,Participant,Demoted,0.11521739130434783,0.075
Goldman Sachs,Decline,1100,90,9,Market,0,148,17.5,Bookrunner,Participant,Demoted,0.11824324324324324,0.08181818181818182
Wells Fargo,Commit,500,80,2,Market,2,64,7.7,Bookrunner,Bookrunner,None,0.1203125,0.16
Deutsche Bank,Commit,1300,200,10,Above,0,131,31.0,Bookrunner,Bookrunner,None,0.2366412213740458,0.15384615384615385
Deutsche Bank,Commit,1400,200,10,Market,0,89,23.8,Bookrunner,Bookrunner,None,0.26741573033707866,0.14285714285714285
Bank of America,Commit,1700,140,9,Market,0,185,27.0,Bookrunner,Participant,Demoted,0.14594594594594595,0.08235294117647059
Goldman Sachs,Decline,1300,70,3,Market,2,115,10.7,Bookrunner,Participant,Demoted,0.09304347826086956,0.05384615384615385
MUFG Union,Commit,700,120,2,Market,2,59,17.6,Bookrunner,Bookrunner,None,0.2983050847457627,0.17142857142857143
Deutsche Bank,Decline,900,80,3,Market,2,64,11.6,Bookrunner,Participant,Demoted,0.18125,0.08888888888888889
Bank of America,Commit,800,100,4,Below,1,106,17.6,Bookrunner,Bookrunner,None,0.16603773584905662,0.125
Deutsche Bank,Commit,1100,190,9,Above,0,136,7.5,Bookrunner,Bookrunner,None,0.05514705882352941,0.17272727272727273
Goldman Sachs,Commit,300,30,2,Below,2,26,4.5,Participant,Participant,None,0.17307692307692307,0.1
Goldman Sachs,Decline,1200,110,2,Below,2,126,20.4,Bookrunner,Participant,Demoted,0.16190476190476188,0.09166666666666666
MUFG Union,Commit,800,100,2,Market,2,110,27.0,Bookrunner,Bookrunner,None,0.24545454545454545,0.125
Goldman Sachs,Commit,1200,180,3,Market,2,208,43.3,Bookrunner,Bookrunner,None,0.2081730769230769,0.15
Goldman Sachs,Decline,700,70,3,Above,2,67,6.9,Bookrunner,Participant,Demoted,0.10298507462686568,0.1
Bank of America,Commit,200,30,3,Market,2,18,4.8,Bookrunner,Bookrunner,None,0.26666666666666666,0.15
MUFG Union,Commit,400,50,4,Market,2,61,9.2,Bookrunner,Bookrunner,None,0.15081967213114753,0.125
MUFG Union,Commit,600,110,3,Market,3,90,5.0,Bookrunner,Bookrunner,None,0.05555555555555555,0.18333333333333332
Goldman Sachs,Commit,1500,290,4,Market,2,229,72.6,Bookrunner,Bookrunner,None,0.3170305676855895,0.19333333333333333
Bank of America,Decline,600,110,4,Market,0,52,2.0,Bookrunner,Bookrunner,None,0.038461538461538464,0.18333333333333332
Wells Fargo,Commit,1300,140,10,Market,1,210,53.6,Bookrunner,Participant,Demoted,0.25523809523809526,0.1076923076923077
Deutsche Bank,Decline,200,20,2,Market,3,31,1.3,Bookrunner,Bookrunner,None,0.041935483870967745,0.1
Wells Fargo,Commit,1500,290,9,Market,1,233,13.3,Bookrunner,Bookrunner,None,0.05708154506437769,0.19333333333333333
MUFG Union,Commit,900,120,4,Market,1,214,53.5,Bookrunner,Bookrunner,None,0.25,0.13333333333333333
Wells Fargo,Commit,900,90,3,Market,2,106,14.7,Bookrunner,Participant,Demoted,0.13867924528301886,0.1
Bank of America,Decline,300,30,1,Market,2,16,3.5,Bookrunner,Participant,Demoted,0.21875,0.1
Deutsche Bank,Decline,500,60,2,Market,2,39,4.4,Bookrunner,Bookrunner,None,0.11282051282051284,0.12
Deutsche Bank,Decline,1100,100,4,Below,1,123,12.5,Bookrunner,Participant,Demoted,0.1016260162601626,0.09090909090909091
Wells Fargo,Commit,500,60,3,Market,2,44,0.5,Participant,Bookrunner,Promoted,0.011363636363636364,0.12
Bank of America,Commit,1100,140,4,Market,1,108,6.8,Participant,Bookrunner,Promoted,0.06296296296296296,0.12727272727272726
Goldman Sachs,Commit,1300,220,10,Market,0,112,10.0,Bookrunner,Bookrunner,None,0.08928571428571429,0.16923076923076924
Goldman Sachs,Commit,1700,260,8,Market,0,176,31.3,Participant,Bookrunner,Promoted,0.1778409090909091,0.15294117647058825
